"","YEAR","COMPANY","PRICE","Sell","VOLUME","MARKET CAP","EARNINGS","COGS","SALES","CASH","INVESTMENTS","RECEIVABLE","INVENTORY","DEBTS","Name","Sector","CPALTT01USM657N_PC1","GDP","GDP_PC1","T10Y2Y","M1SL_PC1","M1SL","Earnings_next_year","PROFIT"
"61",2004,"ADBE",20.14,31.1895,477658000,9620031642,266344000,93022000,1294749000,189917000,906616000,174042000,0,0,"Adobe","Information Technology","71.8","12217.196","6.6",1.9,"5.5","1344.6",450398000,54.8634558093347
"62",2003,"ADBE",15.305,18.7545,468492000,7170270060,191399000,104288000,1164788000,183684000,434053000,146873000,0,0,"Adobe","Information Technology","-20.6","11456.450","4.8",2.4,"6.5","1274.1",266344000,22.5383861483175
"63",2002,"ADBE",20.31,13.3945,473668000,9620196606,205644000,81451000,1229720000,218662000,362951000,142405000,0,0,"Adobe","Information Technology","52.1","10929.108","3.3",2,"4.9","1196.7",191399000,-34.0497291974397
"64",2001,"ADBE",17,19.2895,476922000,8107674000,287808000,87255000,1266378000,236866000,442987000,160113000,0,0,"Adobe","Information Technology","-53.7","10581.929","3.2",1.2,"3.3","1140.2",205644000,13.4676470588235
"65",2000,"ADBE",26.39062,14.05025,476584000,12577349625,237751000,94540000,1015434000,171145000,327571000,78766000,0,0,"Adobe","Information Technology","25.8","10250.952","6.4",-0.2,"0.1","1103.7",287808000,-46.7604398835647
"66",1999,"ADBE",7.046875,25.1125,483144000,3404655375,105144000,111437000,894791000,110871000,161676000,141180000,0,0,"Adobe","Information Technology","65.9","9631.127","6.3",0.2,"2.0","1102.3",237751000,256.363636363636
"67",2021,"ALL",116.029999,0,299340000,34732419900.66,5.576e+09,0,4.4791e+10,3.77e+08,7.8e+09,1.5699e+10,0,0,"Allstate Corp","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"68",2020,"ALL",86.400002,111.340001,311600000,26922240623.2,4.847e+09,0,4.4675e+10,3.38e+08,4.256e+09,1.5683e+10,0,0,"Allstate Corp","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",5.576e+09,28.8657389151449
"69",2019,"ALL",95.089996,114.709998,328200000,31208536687.2,2.252e+09,0,3.9815e+10,4.99e+08,3.027e+09,1.5719e+10,0,0,"Allstate Corp","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",4.847e+09,20.6330874175239
"70",2018,"ALL",93.699997,96.890002,347800000,32588858956.6,3.189e+09,0,3.8524e+10,6.17e+08,1.944e+09,1.4707e+10,0,0,"Allstate Corp","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",2.252e+09,3.40448783578936
"71",2017,"ALL",81.32,93.169998,3.62e+08,29437840000,1.877e+09,0,3.6534e+10,4.36e+08,4.288e+09,1.4342e+10,0,0,"Allstate Corp","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",3.189e+09,14.5720585341859
"72",2016,"ALL",68.230003,84.050002,372800000,25436145118.4,2.171e+09,0,3.5653e+10,4.95e+08,2.122e+09,1.4062e+10,0,0,"Allstate Corp","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",1.877e+09,23.1862792091626
"73",2015,"ALL",71.290001,66.039998,401100000,28594419401.1,2.85e+09,0,3.5239e+10,6.57e+08,2.54e+09,1.3955e+10,0,0,"Allstate Corp","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",2.171e+09,-7.36429082109286
"74",2014,"ALL",56.490002,72.120003,431400000,24369786862.8,2.28e+09,0,3.4507e+10,6.75e+08,2.393e+09,1.2858e+10,0,0,"Allstate Corp","Financials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",2.85e+09,27.6686147045985
"75",2013,"ALL",49.279999,55.079999,464400000,22885631535.6,2.306e+09,0,3.3315e+10,8.06e+08,2.336e+09,1.3818e+10,0,0,"Allstate Corp","Financials","-13.8","16843.196","3.6",2,"10.1","2549.6",2.28e+09,11.7694807583093
"76",2012,"ALL",33.36,47.26,489400000,16326384489,7.88e+08,0,3.2654e+10,7.76e+08,1.291e+09,4.92e+09,0,0,"Allstate Corp","Financials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",2.306e+09,41.6666666666667
"77",2011,"ALL",31.45,31.91,520700000,16376015521,9.28e+08,0,3.14e+10,5.62e+08,3.279e+09,4.839e+09,0,0,"Allstate Corp","Financials","97.1","15599.732","3.7",2.3,"15.4","2010.2",7.88e+08,1.46263910969794
"78",2010,"ALL",32.49,32.04,540300000,17554348081,8.54e+08,0,3.2013e+10,6.12e+08,3.056e+09,4.839e+09,0,0,"Allstate Corp","Financials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",9.28e+08,-1.38504155124655
"79",2009,"ALL",20.06,32.17,539600000,10824375460,-1.679e+09,0,2.9394e+10,4.15e+08,8.906e+09,4.842e+09,0,0,"Allstate Corp","Financials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",8.54e+08,60.3688933200399
"80",2008,"ALL",49.78,17.56,546100000,27184857454,4.636e+09,0,3.6769e+10,4.22e+08,3.058e+09,4.879e+09,0,0,"Allstate Corp","Financials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",-1.679e+09,-64.7247890719164
"81",2007,"ALL",59.58,48.98,592400000,35295193185,4.993e+09,0,3.5796e+10,4.43e+08,2.43e+09,4.789e+09,0,1.2e+07,"Allstate Corp","Financials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",4.636e+09,-17.7912051023834
"82",2006,"ALL",52.37,60.98,632500000,33124024368,1.765e+09,0,3.5383e+10,3.13e+08,3.47e+09,4.739e+09,0,4.13e+08,"Allstate Corp","Financials","-25.4","13815.583","6.0",0,"0.2","1375.2",4.993e+09,16.4407103303418
"83",2005,"ALL",53.4,55.71,661700000,35334781323,3.181e+09,0,3.3936e+10,4.14e+08,4.133e+09,4.721e+09,0,4.3e+07,"Allstate Corp","Financials","5.2","13039.197","6.7",0.4,"2.1","1372.2",1.765e+09,4.32584269662922
"84",2004,"ALL",46.19,54.67,695600000,32129763304,2.705e+09,0,3.2149e+10,3.66e+08,1.815e+09,4.386e+09,0,3e+06,"Allstate Corp","Financials","71.8","12217.196","6.6",1.9,"5.5","1344.6",3.181e+09,18.3589521541459
"85",2003,"ALL",34.19,46.1,703500000,24052664296,1.134e+09,0,2.9579e+10,4.62e+08,2.215e+09,4.075e+09,0,2.79e+08,"Allstate Corp","Financials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",2.705e+09,34.8347470020474
"86",2002,"ALL",37.71,32.74,707100000,26664740293,1.158e+09,0,2.8865e+10,2.63e+08,1.908e+09,3.976e+09,0,2.27e+08,"Allstate Corp","Financials","52.1","10929.108","3.3",2,"4.9","1196.7",1.134e+09,-13.179527976664
"87",2001,"ALL",41.97,36.45,720200000,30226794720,2.211e+09,0,2.9134e+10,2.22e+08,1.831e+09,3.802e+09,0,2.19e+08,"Allstate Corp","Financials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",1.158e+09,-13.1522516082916
"88",2000,"ALL",24.5,41.7,7.44e+08,1.8228e+10,2.72e+09,0,2.6959e+10,2.54e+08,2.422e+09,3.927e+09,0,6.65e+08,"Allstate Corp","Financials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",2.211e+09,70.2040816326531
"89",1999,"ALL",36.4375,20.745,800200000,29157287500,3.294e+09,0,2.5879e+10,2.58e+08,2.477e+09,3.082e+09,0,3.93e+08,"Allstate Corp","Financials","65.9","9631.127","6.3",0.2,"2.0","1102.3",2.72e+09,-43.0668953687822
"90",2021,"AMGN",249.169998,0,574550000,143160622350.9,7.264e+09,6.159e+09,2.5424e+10,6.266e+09,4.381e+09,4.525e+09,3.893e+09,9.1e+07,"Amgen","Health Care","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"91",2020,"AMGN",197.809998,233.599993,5.86e+08,115916658828,7.842e+09,4.356e+09,2.3362e+10,6.037e+09,2.874e+09,4.057e+09,3.584e+09,2.953e+09,"Amgen","Health Care","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",7.264e+09,18.0931173155363
"92",2019,"AMGN",191.770004,218.149997,6.05e+08,116020852420,8.394e+09,4.101e+09,2.3747e+10,6.945e+09,2.2359e+10,3.58e+09,2.94e+09,4.419e+09,"Amgen","Health Care","19.3","21372.582","4.1",0.2,"4.5","3844.3",7.842e+09,13.7560580120758
"93",2018,"AMGN",166.050003,196.570004,6.61e+08,109759051983,1.979e+09,4.069e+09,2.2849e+10,3.8e+09,3.7878e+10,3.237e+09,2.834e+09,1.152e+09,"Amgen","Health Care","-9.3","20527.159","5.4",0.4,"4.4","3680.4",8.394e+09,18.3800062924419
"94",2017,"AMGN",163.889999,188.059993,7.31e+08,119803589269,7.722e+09,4.162e+09,2.2991e+10,3.241e+09,3.4844e+10,3.165e+09,2.745e+09,4.403e+09,"Amgen","Health Care","1.7","19479.623","4.2",0.9,"8.5","3523.9",1.979e+09,14.7476930547788
"95",2016,"AMGN",154.160004,182.390005,7.48e+08,115311682992,6.939e+09,4.227e+09,2.1662e+10,4.144e+09,2.7238e+10,2.995e+09,2.435e+09,2.25e+09,"Amgen","Health Care","180.4","18695.106","2.7",1,"7.5","3248.5",7.722e+09,18.3121434013455
"96",2015,"AMGN",157.100006,151.759999,7.58e+08,119081804548,5.158e+09,4.422e+09,2.0063e+10,3.731e+09,2.3295e+10,2.546e+09,2.647e+09,5e+08,"Amgen","Health Care","-3.7","18206.024","3.7",1.5,"7.3","3021.8",6.939e+09,-3.39911317380854
"97",2014,"AMGN",126.07,162.250005,7.59e+08,95687130000,5.081e+09,3.346e+09,1.8676e+10,3.805e+09,1.5596e+10,2.697e+09,3.019e+09,2.505e+09,"Amgen","Health Care","-49.1","17550.688","4.2",2.1,"10.4","2815.1",5.158e+09,28.698346156897
"98",2013,"AMGN",102.309998,125.710002,7.53e+08,77039428494,4.345e+09,2.918e+09,1.7265e+10,3.257e+09,2.0804e+10,2.518e+09,2.744e+09,2.495e+09,"Amgen","Health Care","-13.8","16843.196","3.6",2,"10.1","2549.6",5.081e+09,22.8716689057115
"99",2012,"AMGN",68.11,94.13,7.75e+08,52785250775,3.683e+09,2.427e+09,1.5582e+10,6.946e+09,1.3695e+10,2.896e+09,2.484e+09,8.4e+07,"Amgen","Health Care","-40.8","16253.970","4.2",1.5,"15.2","2315.3",4.345e+09,38.2029070621054
"100",2011,"AMGN",53.08,68.51,9.05e+08,48037401810,4.627e+09,2.22e+09,1.5053e+10,3.287e+09,1.4135e+10,2.335e+09,2.022e+09,2.488e+09,"Amgen","Health Care","97.1","15599.732","3.7",2.3,"15.4","2010.2",3.683e+09,29.0693293142427
"101",2010,"AMGN",60.8,51.91,9.6e+08,5.8368e+10,4.605e+09,2.091e+09,1.4642e+10,2.884e+09,1.0558e+10,2.109e+09,2.22e+09,0,"Amgen","Health Care","-44.8","15048.970","3.9",2.5,"6.4","1742.6",4.627e+09,-14.6217105263158
"102",2009,"AMGN",48.33,56.9,1.016e+09,49103282032,4.196e+09,2.296e+09,1.5003e+10,1.774e+09,7.778e+09,2.073e+09,2.075e+09,1e+09,"Amgen","Health Care","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",4.605e+09,17.7322573970619
"103",2008,"AMGN",42.16,47.88,1.07e+09,45111200000,3.166e+09,2.548e+09,1.4771e+10,2.024e+09,5.127e+09,2.101e+09,2.091e+09,2e+09,"Amgen","Health Care","-96.5","14769.862","2.0",1.7,"4.5","1434.7",4.196e+09,13.5673624288425
"104",2007,"AMGN",55.55,45.51,1.117e+09,62049348883,2.95e+09,2.095e+09,1.4268e+10,1.283e+09,4.994e+09,2.124e+09,1.903e+09,1.878e+09,"Amgen","Health Care","59.1","14474.227","4.8",0.3,"-0.2","1373.1",3.166e+09,-18.0738073807381
"105",2006,"AMGN",71.88,61.7,1.176e+09,84530876472,3.674e+09,2.082e+09,1.243e+10,1.84e+09,3.415e+09,1.769e+09,1.258e+09,0,"Amgen","Health Care","-25.4","13815.583","6.0",0,"0.2","1375.2",2.95e+09,-14.1624930439621
"106",2005,"AMGN",57.35,76.05,1.236e+09,70884597528,2.363e+09,1.731e+09,1.055e+10,1.526e+09,4.282e+09,1.461e+09,8.88e+08,1.173e+09,"Amgen","Health Care","5.2","13039.197","6.7",0.4,"2.1","1372.2",3.674e+09,32.6068003487358
"107",2004,"AMGN",58.64,62.24,1.271e+09,74531438729,2259500000,1340700000,8.356e+09,836600000,4286300000,1007900000,712600000,0,"Amgen","Health Care","71.8","12217.196","6.6",1.9,"5.5","1344.6",2.363e+09,6.13915416098227
"108",2003,"AMGN",58.52,64.25,1288400000,75397168000,-1391900000,735700000,5.523e+09,1851700000,2812200000,752400000,544900000,122900000,"Amgen","Health Care","-20.6","11456.450","4.8",2.4,"6.5","1274.1",2259500000,9.79152426520847
"109",2002,"AMGN",61.39,53.85,1153500000,70813363846,1119700000,4.43e+08,4015700000,689100000,1973100000,497200000,355600000,99900000,"Amgen","Health Care","52.1","10929.108","3.3",2,"4.9","1196.7",-1391900000,-12.2821306401694
"110",2001,"AMGN",57,58.53,1045500000,59593500000,1138500000,196600000,3448400000,226500000,1801600000,389200000,305200000,99700000,"Amgen","Health Care","-53.7","10581.929","3.2",1.2,"3.3","1140.2",1119700000,2.68421052631579
"111",2000,"AMGN",59.375,71.01562,1029600000,61132500000,1096400000,225300000,3204200000,130900000,1202100000,412200000,184300000,99500000,"Amgen","Health Care","25.8","10250.952","6.4",-0.2,"0.1","1103.7",1138500000,19.6052547368421
"112",1999,"AMGN",38.4375,65.0625,1021700000,39271593750,863200000,201400000,2642300000,201100000,0,319900000,110800000,105700000,"Amgen","Health Care","65.9","9631.127","6.3",0.2,"2.0","1102.3",1096400000,69.2682926829268
"113",2021,"AMZN",3161,0,504320000,1594155520000,2.1331e+10,2.91824e+11,3.86064e+11,4.2122e+10,4.2274e+10,2.4542e+10,2.3795e+10,0,"Amazon","Consumer Discretionary","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"114",2020,"AMZN",1907.699951,3146.139893,5e+08,953849975500,1.1588e+10,2.05768e+11,2.80522e+11,3.6092e+10,1.8929e+10,2.0816e+10,2.0497e+10,0,"Amazon","Consumer Discretionary","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",2.1331e+10,64.9179626675998
"115",2019,"AMZN",1814.189941,1953.949951,4.94e+08,896209830854,1.0073e+10,1.73183e+11,2.32887e+11,3.175e+10,9.5e+09,1.6677e+10,1.7174e+10,0,"Amazon","Consumer Discretionary","19.3","21372.582","4.1",0.2,"4.5","3844.3",1.1588e+10,7.70371430474159
"116",2018,"AMZN",1371.98999,1671.72998,4.87e+08,668159125130,3.033e+09,1.37183e+11,1.77866e+11,2.0522e+10,1.0464e+10,1.3164e+10,1.6047e+10,0,"Amazon","Consumer Discretionary","-9.3","20527.159","5.4",0.4,"4.4","3680.4",1.0073e+10,21.8470974412867
"117",2017,"AMZN",891.51001,1493.449951,4.8e+08,427924804800,2.371e+09,1.05884e+11,1.35987e+11,1.9334e+10,6.647e+09,8.339e+09,1.1461e+10,0,"Amazon","Consumer Discretionary","1.7","19479.623","4.2",0.9,"8.5","3523.9",3.033e+09,67.51914552255
"118",2016,"AMZN",598.5,853.080017,4.74e+08,2.83689e+11,5.96e+08,8.5061e+10,1.07006e+11,1.589e+10,3.918e+09,6.423e+09,1.0243e+10,0,"Amazon","Consumer Discretionary","180.4","18695.106","2.7",1,"7.5","3248.5",2.371e+09,42.5363436925647
"119",2015,"AMZN",370.26001,579.039978,4.67e+08,172911424670,-2.41e+08,7.3518e+10,8.8988e+10,1.4557e+10,2.859e+09,5.612e+09,8.299e+09,0,"Amazon","Consumer Discretionary","-3.7","18206.024","3.7",1.5,"7.3","3021.8",5.96e+08,56.387393280738
"120",2014,"AMZN",342.98999,385.660004,4.62e+08,158461375380,2.74e+08,6.2766e+10,7.4452e+10,8.658e+09,3.789e+09,4.767e+09,7.411e+09,0,"Amazon","Consumer Discretionary","-49.1","17550.688","4.2",2.1,"10.4","2815.1",-2.41e+08,12.4406003802035
"121",2013,"AMZN",261.609985,359.779999,4.57e+08,119555763145,-3.9e+07,5.239e+10,6.1093e+10,8.084e+09,3.364e+09,3.364e+09,6.031e+09,0,"Amazon","Consumer Discretionary","-13.8","16843.196","3.6",2,"10.1","2549.6",2.74e+08,37.5253314585833
"122",2012,"AMZN",198.05,265.74,4.53e+08,89716651359,6.31e+08,3.7288e+10,4.8077e+10,5.269e+09,4.307e+09,2.571e+09,4.992e+09,0,"Amazon","Consumer Discretionary","-40.8","16253.970","4.2",1.5,"15.2","2315.3",-3.9e+07,34.1782378187326
"123",2011,"AMZN",180.13,180.04,4.53e+08,81598892265,1.152e+09,2.6561e+10,3.4204e+10,3.777e+09,4.985e+09,1.587e+09,3.202e+09,0,"Amazon","Consumer Discretionary","97.1","15599.732","3.7",2.3,"15.4","2010.2",6.31e+08,-0.0499639149503156
"124",2010,"AMZN",131.81,169.44,4.47e+08,58919069106,9.02e+08,1.8978e+10,2.4509e+10,3.444e+09,2.922e+09,9.88e+08,2.171e+09,0,"Amazon","Consumer Discretionary","-44.8","15048.970","3.9",2.5,"6.4","1742.6",1.152e+09,28.5486685380472
"125",2009,"AMZN",73.5,124.54,4.33e+08,31825500000,6.45e+08,1.4896e+10,1.9166e+10,2.769e+09,9.58e+08,8.27e+08,1.399e+09,5.9e+07,"Amazon","Consumer Discretionary","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",9.02e+08,69.4421768707483
"126",2008,"AMZN",76.7,61.99,4.23e+08,32444098731,4.76e+08,1.1482e+10,1.4835e+10,2.539e+09,5.73e+08,7.05e+08,1.2e+09,0,"Amazon","Consumer Discretionary","-96.5","14769.862","2.0",1.7,"4.5","1434.7",6.45e+08,-19.1786179921773
"127",2007,"AMZN",40.42,62.43,4.13e+08,16693459174,1.9e+08,8.255e+09,1.0711e+10,1.022e+09,9.97e+08,3.99e+08,8.77e+08,0,"Amazon","Consumer Discretionary","59.1","14474.227","4.8",0.3,"-0.2","1373.1",4.76e+08,54.4532409698169
"128",2006,"AMZN",36.14,38.85,4.16e+08,15034239584,3.59e+08,6.451e+09,8.49e+09,1.013e+09,9.87e+08,2.74e+08,5.66e+08,0,"Amazon","Consumer Discretionary","-25.4","13815.583","6.0",0,"0.2","1375.2",1.9e+08,7.49861649142225
"129",2005,"AMZN",34.01,37.12,4.12e+08,14012119176,588451000,5319127000,6921124000,1302600000,476599000,199100000,479709000,2381000,"Amazon","Consumer Discretionary","5.2","13039.197","6.7",0.4,"2.1","1372.2",3.59e+08,9.14436930314613
"130",2004,"AMZN",44.74,35.39,405926000,18161130052,35282000,4006531000,5263699000,1102273000,292550000,132069000,293917000,4216000,"Amazon","Consumer Discretionary","71.8","12217.196","6.6",1.9,"5.5","1344.6",588451000,-20.8985248100134
"131",2003,"AMZN",25.54,42.97,395479000,10100534055,-149132000,2940318000,3932936000,738254000,562715000,112282000,202425000,13318000,"Amazon","Consumer Discretionary","-20.6","11456.450","4.8",2.4,"6.5","1274.1",35282000,68.2458888018794
"132",2002,"AMZN",14.8,21.81,378363000,5599772400,-567277000,2323875000,3122433000,540282000,456303000,0,143722000,14992000,"Amazon","Consumer Discretionary","52.1","10929.108","3.3",2,"4.9","1196.7",-149132000,47.3648648648648
"133",2001,"AMZN",9.1,15.39,364211000,3314320100,-1411273000,2106206000,2761983000,822435000,278087000,0,174563000,16577000,"Amazon","Consumer Discretionary","-53.7","10581.929","3.2",1.2,"3.3","1140.2",-567277000,69.1208791208791
"134",2000,"AMZN",63.5625,10.4375,350873000,22302365062,-719968000,1349194000,1639839000,116962000,589226000,0,220646000,14322000,"Amazon","Consumer Discretionary","25.8","10250.952","6.4",-0.2,"0.1","1103.7",-1411273000,-83.5791543756146
"135",1999,"AMZN",85.5,65.875,326753000,27937381500,-124546000,476155000,609996000,25561000,347884000,0,29501000,684000,"Amazon","Consumer Discretionary","65.9","9631.127","6.3",0.2,"2.0","1102.3",-719968000,-22.953216374269
"136",2021,"BAC",39.490002,0,8.57e+09,338429317140,1.7894e+10,0,8.6266e+10,3.87009e+11,0,8.1157e+10,0,1.9321e+10,"Bank of America","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"137",2020,"BAC",19.77,36.330001,8753200000,173050764000,2.743e+10,0,9.1244e+10,1.68667e+11,0,7.5658e+10,0,2.4204e+10,"Bank of America","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",1.7894e+10,83.7632827516439
"138",2019,"BAC",28.540001,29.880001,9390500000,268004879390.5,2.8147e+10,0,9.1247e+10,1.84898e+11,0,8.8194e+10,0,2.0189e+10,"Bank of America","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",2.743e+10,4.69516451663754
"139",2018,"BAC",29.309999,29.879999,10096500000,295928404903.5,1.8232e+10,0,8.7352e+10,1.68587e+11,0,8.358e+10,0,3.2666e+10,"Bank of America","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",2.8147e+10,1.94472882786519
"140",2017,"BAC",23.59,31.795,10195646000,240515289140,1.7906e+10,0,8.3701e+10,1.57599e+11,0,8.0996e+10,0,2.3944e+10,"Bank of America","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",1.8232e+10,34.7816871555744
"141",2016,"BAC",13.56,25.7,10284147000,139453033320,1.5888e+10,0,8.2246e+10,1.67097e+11,0,8.5518e+10,0,2.8098e+10,"Bank of America","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",1.7906e+10,89.5280235988201
"142",2015,"BAC",15.41,13.34,10462282000,161223765620,4.833e+09,0,8.3117e+10,1.46099e+11,0,8.6558e+10,0,3.1172e+10,"Bank of America","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",1.5888e+10,-13.4328358208955
"143",2014,"BAC",17.34,16.12,10527818000,182552364120,1.1431e+10,0,8.607e+10,1.42862e+11,0,8.4529e+10,0,4.5999e+10,"Bank of America","Financials","-49.1","17550.688","4.2",2.1,"10.4","2815.1",4.833e+09,-7.03575547866205
"144",2013,"BAC",12.15,16.329999,10731165000,130383654750,4.188e+09,0,8.3103e+10,1.29446e+11,0,9.5232e+10,0,3.0731e+10,"Bank of America","Financials","-13.8","16843.196","3.6",2,"10.1","2549.6",1.1431e+10,34.4032839506173
"145",2012,"BAC",9.68,11.38,10746028000,104021551040,1.446e+09,0,8.6094e+10,1.46106e+11,0,8.8896e+10,0,3.5698e+10,"Bank of America","Financials","-40.8","16253.970","4.2",1.5,"15.2","2315.3",4.188e+09,17.5619834710744
"146",2011,"BAC",13.37,8.16,10142625000,135606896250,-2.238e+09,0,1.0496e+11,1.3486e+11,0,1.0752e+11,0,5.9962e+10,"Bank of America","Financials","97.1","15599.732","3.7",2.3,"15.4","2010.2",1.446e+09,-38.9678384442782
"147",2010,"BAC",18.04,13.96,9790472000,176620124670,6.276e+09,0,1.09643e+11,1.45541e+11,0,1.03904e+11,0,6.9524e+10,"Bank of America","Financials","-44.8","15048.970","3.9",2.5,"6.4","1742.6",-2.238e+09,-22.6164079822616
"148",2009,"BAC",7.05,16.74,7728570000,54486418500,4.008e+09,0,7.7358e+10,4.2427e+10,0,2.2177e+10,0,1.58056e+11,"Bank of America","Financials","1843.6","14478.067","-2.0",2.3,"14.2","1638.1",6.276e+09,137.446808510638
"149",2008,"BAC",40.86,5.23,4592085000,187632597692,1.4982e+10,0,6.2255e+10,5.4304e+10,0,2.2364e+10,0,1.91089e+11,"Bank of America","Financials","-96.5","14769.862","2.0",1.7,"4.5","1434.7",4.008e+09,-87.2001957905042
"150",2007,"BAC",50.43,41.02,4423579000,223081088970,2.1133e+10,0,6.9391e+10,5.0381e+10,0,2.1647e+10,0,1.413e+11,"Bank of America","Financials","59.1","14474.227","4.8",0.3,"-0.2","1373.1",1.4982e+10,-18.6595280586952
"151",2006,"BAC",45.68,52.56,4526637000,206776778160,1.6465e+10,0,5.7175e+10,4.9799e+10,0,0,0,1.16269e+11,"Bank of America","Financials","-25.4","13815.583","6.0",0,"0.2","1375.2",2.1133e+10,15.061295971979
"152",2005,"BAC",44.01,47.05,4008688000,176422350863,1.4143e+10,0,5.1017e+10,4.1297e+10,0,0,0,7.8598e+10,"Bank of America","Financials","5.2","13039.197","6.7",0.4,"2.1","1372.2",1.6465e+10,6.90752101795046
"153",2004,"BAC",40.735,48.38,3758507000,153102786404,1.081e+10,0,3.8827e+10,3.5135e+10,0,0,0,4.2478e+10,"Bank of America","Financials","71.8","12217.196","6.6",1.9,"5.5","1344.6",1.4143e+10,18.7676445317295
"154",2003,"BAC",34,42.185,2973406000,101095804000,9.249e+09,0,3.5124e+10,3.1786e+10,0,0,0,2.5234e+10,"Bank of America","Financials","-20.6","11456.450","4.8",2.4,"6.5","1274.1",1.081e+10,24.0735294117647
"155",2002,"BAC",34.075,35.21,3040084000,103590865340,6.792e+09,0,3.5113e+10,3.2769e+10,0,2.8e+09,0,2.2217e+10,"Bank of America","Financials","52.1","10929.108","3.3",2,"4.9","1196.7",9.249e+09,3.33088774761555
"156",2001,"BAC",27.005,33.56,3189914000,86143624380,7.517e+09,0,3.2956e+10,3.2961e+10,0,4.432e+09,0,4.2198e+10,"Bank of America","Financials","-53.7","10581.929","3.2",1.2,"3.3","1140.2",6.792e+09,24.2732827254212
"157",2000,"BAC",27.75,25.73,3292796000,91375089000,7.882e+09,0,3.2546e+10,3.1827e+10,0,3.777e+09,0,4.7671e+10,"Bank of America","Financials","25.8","10250.952","6.4",-0.2,"0.1","1103.7",7.517e+09,-7.27927927927928
"158",1999,"BAC",34.5,23.48125,3452012000,119094414000,5.165e+09,0,3.1504e+10,3.5027e+10,0,3.734e+09,0,3.1491e+10,"Bank of America","Financials","65.9","9631.127","6.3",0.2,"2.0","1102.3",7.882e+09,-31.9384057971014
"159",2021,"C",73.139999,0,2.07e+09,151399797930,1.1047e+10,0,7.5494e+10,3.09615e+11,0,4.5544e+10,0,2.9514e+10,"Citigroup","Financials","#N/A","#N/A","#N/A",1.2,"#N/A","#N/A",NA,-100
"160",2020,"C",38.509998,71.580001,2085800000,80324153828.4,1.9401e+10,0,7.5067e+10,1.93919e+11,0,4.1242e+10,0,4.5049e+10,"Citigroup","Financials","-39.9","20893.746","-2.2",0.5,"232.8","12792.9",1.1047e+10,85.8738112632465
"161",2019,"C",64.360001,69.569996,2249200000,144758514249.2,1.8045e+10,0,7.4036e+10,1.88105e+11,0,3.7031e+10,0,3.2346e+10,"Citigroup","Financials","19.3","21372.582","4.1",0.2,"4.5","3844.3",1.9401e+10,8.09508222350712
"162",2018,"C",67.709999,66.140001,2493300000,168821340506.7,-6.798e+09,0,7.2698e+10,1.80516e+11,0,4.012e+10,0,4.4452e+10,"Citigroup","Financials","-9.3","20527.159","5.4",0.4,"4.4","3680.4",1.8045e+10,-2.31870923524899
"163",2017,"C",59.68,74.780004,2698500000,161046480000,1.4912e+10,0,7.102e+10,1.60494e+11,0,3.0737e+10,0,3.0701e+10,"Citigroup","Financials","1.7","19479.623","4.2",0.9,"8.5","3523.9",-6.798e+09,25.3016152815013
"164",2016,"C",42.470001,62.070001,2888100000,122657609888.1,1.7242e+10,0,7.7472e+10,1.33097e+11,0,3.0128e+10,0,2.1079e+10,"Citigroup","Financials","180.4","18695.106","2.7",1,"7.5","3248.5",1.4912e+10,46.150222600654
"165",2015,"C",51.619999,41.47,3.004e+09,155066476996,7.313e+09,0,7.792e+10,1.60197e+11,0,3.1142e+10,0,5.8335e+10,"Citigroup","Financials","-3.7","18206.024","3.7",1.5,"7.3","3021.8",1.7242e+10,-19.6629197919977
